"Data"	"Sessio"	"Realitzat"	"Hora"	"Durada"	"Altitud"	"Pressio"	"Rellancaments"	"Fallida"	"Sondes"
2018-08-08	"nit"	"Si"	"00:25:52"	85	25140	26.3	0	"Correcte"	1
2018-08-09	"mati"	"Si"	"13:01:25"	120	28425	16.2	0	"Correcte"	1
2018-08-09	"nit"	"Si"	"00:27:51"	87	26534	21.4	0	"Correcte"	1
2018-08-10	"mati"	"Si"	"12:26:42"	77	21941	43.4	1	"B12"	2
2018-08-10	"nit"	"Si"	"00:25:49"	85	25077	26.8	0	"Correcte"	1
2018-08-11	"mati"	"Si"	"12:40:00"	99	29032	14.6	0	"Correcte"	1
2018-08-11	"nit"	"Si"	"00:38:10"	97	29851	12.9	0	"Correcte"	1
2018-08-12	"mati"	"Si"	"12:27:53"	87	26145	22.5	0	"Correcte"	1
2018-08-12	"nit"	"Si"	"00:32:57"	92	26625	20.9	0	"Correcte"	1
2018-08-13	"mati"	"Si"	"12:29:56"	89	25768	23.7	0	"Correcte"	1
2018-08-13	"nit"	"Si"	"00:12:38"	71	19405	64.2	0	"Correcte"	1
2018-08-14	"mati"	"Si"	"12:17:42"	77	22424	40	0	"Correcte"	1
2018-08-14	"nit"	"Si"	"00:18:55"	78	23565	33.5	0	"Correcte"	1
2018-08-15	"mati"	"Si"	"12:30:55"	90	25174	26.1	0	"Correcte"	1
2018-08-15	"nit"	"Si"	"00:17:00"	76	21940	43.1	0	"Correcte"	1
2018-08-16	"mati"	"No"	NA	NA	NA	NA	0	"B10"	1
2018-08-16	"nit"	"Si"	"00:42:16"	101	30124	12.4	0	"Correcte"	1
2018-08-17	"mati"	"Si"	"12:38:00"	97	27651	18.1	0	"Correcte"	1
2018-08-17	"nit"	"Si"	"00:31:03"	90	25789	23.7	0	"Correcte"	1
2018-08-18	"mati"	"Si"	"12:16:40"	76	21748	44.6	0	"Correcte"	1
2018-08-18	"nit"	"Si"	"00:39:04"	98	26984	19.8	0	"Correcte"	1
2018-08-19	"mati"	"Si"	"12:28:56"	88	27602	18	0	"Correcte"	1
2018-08-19	"nit"	"Si"	"00:12:39"	72	20034	58.4	0	"Correcte"	1
2018-08-20	"mati"	"Si"	"12:32:58"	92	26588	20.9	0	"Correcte"	1
2018-08-20	"nit"	"Si"	"00:25:53"	85	23698	32.7	0	"Correcte"	1
2018-08-21	"mati"	"Si"	"12:19:50"	79	22058	42.2	0	"Correcte"	1
2018-08-21	"nit"	"Si"	"00:40:01"	99	28746	15.1	0	"Correcte"	1
2018-08-22	"mati"	"Si"	"12:41:01"	100	28294	16.2	0	"Correcte"	1
2018-08-22	"nit"	"Si"	"00:35:00"	94	26165	22.4	0	"Correcte"	1
2018-08-23	"mati"	"Si"	"12:33:58"	93	27730	17.6	0	"Correcte"	1
2018-08-23	"nit"	"Si"	"00:43:06"	102	29031	14.5	0	"Correcte"	1
2018-08-24	"mati"	"Si"	"12:16:42"	76	19612	61.8	0	"Correcte"	1
2018-08-24	"nit"	"Si"	"00:17:48"	77	23596	33.2	0	"Correcte"	1
2018-08-25	"mati"	"Si"	"12:18:44"	78	21450	46.3	0	"Correcte"	1
2018-08-25	"nit"	"Si"	"00:03:34"	62	17395	87.4	0	"Correcte"	1
2018-08-26	"mati"	"Si"	"12:51:17"	110	30020	12.5	0	"Correcte"	1
2018-08-26	"nit"	"Si"	"00:50:09"	109	31228	10.3	0	"Correcte"	1
2018-08-27	"mati"	"Si"	"12:30:52"	90	27903	17.1	0	"Correcte"	1
2018-08-27	"nit"	"Si"	"01:01:23"	120	30250	11.9	0	"Correcte"	1
2018-08-28	"mati"	"Si"	"12:33:56"	93	25435	24.8	0	"Correcte"	1
2018-08-28	"nit"	"Si"	"01:00:17"	119	28784	14.9	0	"Correcte"	1
2018-08-29	"mati"	"Si"	"12:40:59"	100	29389	13.6	0	"Correcte"	1
2018-08-29	"nit"	"Si"	"00:32:59"	92	26815	20.2	0	"Correcte"	1
2018-08-30	"mati"	"Si"	"12:43:03"	102	28193	16.5	0	"Correcte"	1
2018-08-30	"nit"	"Si"	"00:30:57"	90	27616	17.8	1	"B1"	1
2018-08-31	"mati"	"Si"	"12:24:51"	84	23473	33.6	0	"Correcte"	1
2018-08-31	"nit"	"Si"	"00:34:03"	93	28649	15.2	0	"Correcte"	1
2018-09-01	"mati"	"Si"	"12:52:11"	111	30657	11.3	0	"Correcte"	1
2018-09-01	"nit"	"Si"	"00:44:05"	103	26013	22.7	0	"Correcte"	1
2018-09-02	"mati"	"Si"	"12:09:37"	68	20191	56.5	0	"Correcte"	1
2018-09-02	"nit"	"Si"	"01:07:08"	93	26474	21.1	1	"B1"	2
2018-09-03	"mati"	"Si"	"12:37:02"	96	28543	15.4	0	"Correcte"	1
2018-09-03	"nit"	"Si"	"00:57:23"	116	31031	10.4	0	"Correcte"	1
2018-09-04	"mati"	"Si"	"12:37:00"	96	29473	13.3	0	"Correcte"	1
2018-09-04	"nit"	"Si"	"00:46:20"	105	27154	18.9	0	"Correcte"	1
2018-09-05	"mati"	"Si"	"12:40:12"	99	27167	18.8	0	"Correcte"	1
2018-09-05	"nit"	"Si"	"00:24:52"	84	20567	52.9	0	"Correcte"	1
2018-09-06	"mati"	"Si"	"12:39:03"	98	28323	15.7	1	"B1"	1
2018-09-06	"nit"	"No"	NA	NA	NA	NA	0	"B3"	1
2018-09-07	"mati"	"Si"	"13:22:02"	99	26440	20.9	2	"B9 B10"	2
2018-09-07	"nit"	"Si"	"00:28:55"	88	26201	21.7	0	"Correcte"	1
2018-09-08	"mati"	"Si"	"12:39:00"	98	28899	14.5	0	"Correcte"	1
2018-09-08	"nit"	"Si"	"00:51:17"	110	30384	11.6	0	"Correcte"	1
2018-09-09	"mati"	"Si"	"12:47:07"	106	29873	12.6	0	"Correcte"	1
2018-09-09	"nit"	"Si"	"00:54:14"	113	29942	12.4	0	"Correcte"	1
2018-09-10	"mati"	"Si"	"12:38:01"	97	26554	20.8	0	"Correcte"	1
2018-09-10	"nit"	"Si"	"00:36:00"	95	27312	18.5	0	"Correcte"	1
2018-09-11	"mati"	"Si"	"12:24:49"	84	24282	29.4	0	"Correcte"	1
2018-09-11	"nit"	"Si"	"00:37:58"	97	26353	21.4	0	"Correcte"	1
2018-09-12	"mati"	"Si"	"12:25:57"	85	24488	28.5	0	"Correcte"	1
2018-09-12	"nit"	"Si"	"00:41:06"	100	23391	33.6	0	"Correcte"	1
2018-09-13	"mati"	"Si"	"12:42:01"	101	26047	22.1	0	"Correcte"	1
2018-09-13	"nit"	"Si"	"00:41:03"	100	28940	14.2	0	"Correcte"	1
2018-09-14	"mati"	"Si"	"12:40:00"	99	29250	13.5	0	"Correcte"	1
2018-09-14	"nit"	"Si"	"00:48:21"	107	28174	15.9	0	"Correcte"	1
2018-09-15	"mati"	"Si"	"12:51:12"	110	30334	11.6	0	"Correcte"	1
2018-09-15	"nit"	"Si"	"00:37:03"	96	25825	22.9	0	"Correcte"	1
2018-09-16	"mati"	"Si"	"12:31:01"	90	24148	29.7	0	"Correcte"	1
2018-09-16	"nit"	"Si"	"00:22:52"	82	24794	27	0	"Correcte"	1
2018-09-17	"mati"	"Si"	"12:43:06"	102	28651	15	0	"Correcte"	1
2018-09-17	"nit"	"Si"	"00:49:08"	108	30198	11.8	0	"Correcte"	1
2018-09-18	"mati"	"Si"	"12:49:11"	108	29904	12.4	0	"Correcte"	1
2018-09-18	"nit"	"Si"	"00:47:13"	106	29925	12.3	0	"Correcte"	1
2018-09-19	"mati"	"Si"	"12:39:01"	98	28811	14.6	0	"Correcte"	1
2018-09-19	"nit"	"Si"	"00:53:12"	112	30055	12	0	"Correcte"	1
2018-09-20	"mati"	"Si"	"12:28:54"	88	26838	19.7	0	"Correcte"	1
2018-09-20	"nit"	"Si"	"00:57:15"	116	31367	NA	0	"Correcte"	1
2018-09-21	"mati"	"Si"	"12:34:56"	94	28190	15.9	0	"Correcte"	1
2018-09-21	"nit"	"Si"	"00:29:56"	89	27438	17.8	0	"Correcte"	1
2018-09-22	"mati"	"Si"	"12:33:55"	93	27016	19.1	0	"Correcte"	1
2018-09-22	"nit"	"Si"	"00:33:17"	92	27186	18.5	0	"Correcte"	1
2018-09-23	"mati"	"Si"	"12:26:50"	86	25457	24.2	0	"Correcte"	1
2018-09-23	"nit"	"Si"	"00:26:05"	85	26463	20.7	0	"Correcte"	1
2018-09-24	"mati"	"Si"	"12:20:43"	80	24949	26.1	0	"Correcte"	1
2018-09-24	"nit"	"Si"	"00:43:03"	102	26755	19.6	0	"Correcte"	1
2018-09-25	"mati"	"Si"	"12:42:15"	101	29324	13.2	0	"Correcte"	1
2018-09-25	"nit"	"Si"	"00:40:03"	99	26274	21.1	0	"Correcte"	1
2018-09-26	"mati"	"Si"	"12:42:16"	101	28507	15	0	"Correcte"	1
2018-09-26	"nit"	"Si"	"00:30:08"	89	26083	21.7	0	"Correcte"	1
2018-09-27	"mati"	"Si"	"12:23:50"	83	24104	29.5	0	"Correcte"	1
2018-09-27	"nit"	"Si"	"00:38:02"	97	29250	13.3	0	"Correcte"	1
2018-09-28	"mati"	"Si"	"12:56:22"	115	29602	12.7	0	"Correcte"	1
2018-09-28	"nit"	"Si"	"01:13:04"	91	27679	17	1	"B3"	2
2018-09-29	"mati"	"Si"	"12:35:59"	95	28395	15.2	0	"Correcte"	1
2018-09-29	"nit"	"Si"	"00:18:46"	78	24459	27.9	0	"Correcte"	1
2018-09-30	"mati"	"Si"	"12:42:11"	101	28585	14.9	0	"Correcte"	1
2018-09-30	"nit"	"Si"	"00:02:30"	61	19065	65.4	0	"Correcte"	1
2018-10-01	"mati"	"Si"	"11:57:25"	56	16534	97.3	0	"Correcte"	1
2018-10-01	"nit"	"Si"	"00:24:53"	84	25935	22.2	0	"Correcte"	1
2018-10-02	"mati"	"Si"	"11:45:19"	44	13299	164.2	0	"Correcte"	1
2018-10-02	"nit"	"Si"	"00:25:53"	85	25900	22.3	0	"Correcte"	1
2018-10-03	"mati"	"Si"	"12:44:32"	94	28808	14.2	1	"B8"	2
2018-10-03	"nit"	"Si"	"00:24:51"	84	25275	24.6	0	"Correcte"	1
2018-10-04	"mati"	"Si"	"12:40:03"	99	26100	21.5	0	"Correcte"	1
2018-10-04	"nit"	"Si"	"23:53:25"	52	12852	177.4	0	"Correcte"	1
2018-10-05	"mati"	"Si"	"12:35:05"	94	28717	14.3	0	"Correcte"	1
2018-10-05	"nit"	"Si"	"00:23:03"	82	24851	26.1	0	"Correcte"	1
2018-10-06	"mati"	"Si"	"12:22:48"	82	25822	22.5	0	"Correcte"	1
2018-10-06	"nit"	"Si"	"00:52:10"	111	30616	10.6	0	"Correcte"	1
2018-10-07	"mati"	"Si"	"12:36:59"	96	28857	14	0	"Correcte"	1
2018-10-07	"nit"	"Si"	"00:20:45"	80	23946	30.1	0	"Correcte"	1
2018-10-08	"mati"	"Si"	"11:40:12"	39	11438	214.6	0	"Correcte"	1
2018-10-08	"nit"	"Si"	"00:41:01"	100	29343	13	0	"Correcte"	1
2018-10-09	"mati"	"Si"	"12:36:57"	96	28502	14.8	0	"Correcte"	1
2018-10-09	"nit"	"Si"	"00:42:05"	101	27784	16.5	0	"Correcte"	1
2018-10-10	"mati"	"Si"	"12:41:02"	100	29560	12.6	0	"Correcte"	1
2018-10-10	"nit"	"Si"	"00:32:58"	92	26769	19.4	0	"Correcte"	1
2018-10-11	"mati"	"Si"	"12:24:47"	84	25647	23.2	0	"Correcte"	1
2018-10-11	"nit"	"Si"	"23:43:17"	42	9716	290.2	0	"Correcte"	1
2018-10-12	"mati"	"Si"	"12:42:05"	101	28818	14.1	0	"Correcte"	1
2018-10-12	"nit"	"Si"	"01:23:27"	104	29316	13	1	"B1"	2
2018-10-13	"mati"	"Si"	"12:21:00"	80	24463	27.9	0	"Correcte"	1
2018-10-13	"nit"	"Si"	"00:26:53"	86	26105	21.4	0	"Correcte"	1
2018-10-14	"mati"	"Si"	"12:28:33"	50	14059	146.6	1	"B11"	2
2018-10-14	"nit"	"Si"	"00:16:47"	76	23339	33	0	"Correcte"	1
2018-10-15	"mati"	"Si"	"12:57:16"	116	31483	NA	0	"Correcte"	1
2018-10-15	"nit"	"Si"	"00:41:02"	100	28466	14.7	0	"Correcte"	1
2018-10-16	"mati"	"Si"	"12:43:04"	102	28876	13.8	0	"Correcte"	1
2018-10-16	"nit"	"Si"	"00:32:57"	92	27621	16.7	0	"Correcte"	1
2018-10-17	"mati"	"Si"	"12:41:05"	100	28963	13.6	0	"Correcte"	1
2018-10-17	"nit"	"Si"	"00:48:26"	107	30310	11	0	"Correcte"	1
2018-10-18	"mati"	"Si"	"12:40:10"	99	16450	98.7	0	"Correcte"	1
2018-10-18	"nit"	"Si"	"00:45:06"	95	26511	19.7	1	"B3"	2
2018-10-19	"mati"	"Si"	"12:51:19"	110	31245	NA	0	"Correcte"	1
2018-10-19	"nit"	"No"	NA	NA	NA	NA	1	"B3 B2"	2
2018-10-21	"mati"	"Si"	"11:50:39"	49	13450	162.1	0	"Correcte"	1
2018-10-21	"nit"	"Si"	"23:55:22"	54	12189	198.1	0	"Correcte"	1
2018-10-22	"mati"	"Si"	"12:53:12"	112	31621	NA	0	"Correcte"	1
2018-10-22	"nit"	"Si"	"00:52:13"	111	29463	12.4	0	"Correcte"	1
2018-10-23	"mati"	"Si"	"12:37:04"	96	29240	12.8	0	"Correcte"	1
2018-10-23	"nit"	"Si"	"00:47:11"	106	27845	15.9	0	"Correcte"	1
2018-10-24	"mati"	"Si"	"12:29:58"	89	25325	23.5	0	"Correcte"	1
2018-10-24	"nit"	"Si"	"23:45:18"	44	12755	183.3	0	"Correcte"	1
2018-10-25	"mati"	"Si"	"12:43:15"	102	28918	13.4	0	"Correcte"	1
2018-10-25	"nit"	"Si"	"00:45:11"	104	28852	13.5	0	"Correcte"	1
2018-10-26	"mati"	"Si"	"13:39:21"	118	30541	10.5	1	"B3"	2
2018-10-26	"nit"	"Si"	"01:03:23"	122	11825	204.1	0	"Correcte"	1
2018-10-27	"mati"	"Si"	"12:46:10"	105	20575	49.9	0	"Correcte"	1
2018-10-27	"nit"	"Si"	"00:16:46"	76	21054	46	0	"Correcte"	1
2018-10-28	"mati"	"Si"	"12:45:21"	104	30908	10	0	"Correcte"	1
2018-10-28	"nit"	"Si"	"00:43:09"	102	28099	15.3	0	"Correcte"	1
2018-10-29	"mati"	"Si"	"12:26:54"	86	27685	16.4	0	"Correcte"	1
2018-10-29	"nit"	"Si"	"00:35:02"	94	27828	15.9	0	"Correcte"	1
2018-10-30	"mati"	"Si"	"12:43:07"	102	28918	13.5	0	"Correcte"	1
2018-10-30	"nit"	"Si"	"00:39:02"	98	22509	36.8	0	"Correcte"	1
2018-10-31	"mati"	"Si"	"12:14:39"	74	19270	61.8	0	"Correcte"	1
2018-10-31	"nit"	"Si"	"00:41:38"	85	19109	63.5	1	"B8"	2
2018-11-01	"mati"	"Si"	"12:44:05"	103	30074	11.3	0	"Correcte"	1
2018-11-01	"nit"	"Si"	"00:41:06"	100	29624	12	0	"Correcte"	1
2018-11-02	"mati"	"Si"	"12:42:07"	101	29615	12.1	0	"Correcte"	1
2018-11-02	"nit"	"Si"	"00:35:01"	94	27315	17.3	0	"Correcte"	1
2018-11-03	"mati"	"Si"	"12:39:08"	98	29729	11.7	0	"Correcte"	1
2018-11-03	"nit"	"Si"	"00:54:16"	113	30291	10.7	0	"Correcte"	1
2018-11-04	"mati"	"Si"	"12:37:58"	97	29650	11.8	0	"Correcte"	1
2018-11-04	"nit"	"Si"	"00:32:58"	92	27677	16.1	0	"Correcte"	1
2018-11-05	"mati"	"Si"	"12:38:02"	97	29272	12.5	0	"Correcte"	1
2018-11-05	"nit"	"Si"	"00:43:04"	102	27430	16.7	0	"Correcte"	1
2018-11-06	"mati"	"Si"	"12:36:59"	96	27617	16.2	0	"Correcte"	1
2018-11-06	"nit"	"Si"	"00:47:11"	106	29168	12.8	0	"Correcte"	1
2018-11-07	"mati"	"Si"	"12:39:00"	98	29751	11.5	0	"Correcte"	1
2018-11-07	"nit"	"Si"	"00:31:55"	91	28213	14.7	0	"Correcte"	1
2018-11-08	"mati"	"Si"	"12:27:03"	86	27245	17.2	0	"Correcte"	1
2018-11-08	"nit"	"Si"	"00:37:01"	96	28395	14.3	0	"Correcte"	1
2018-11-09	"mati"	"Si"	"12:41:01"	100	29154	12.7	0	"Correcte"	1
2018-11-09	"nit"	"Si"	"00:29:55"	89	26668	18.7	0	"Correcte"	1
2018-11-10	"mati"	"Si"	"12:43:08"	102	26471	19.3	0	"Correcte"	1
2018-11-10	"nit"	"Si"	"00:35:00"	94	27733	15.9	0	"Correcte"	1
2018-11-11	"mati"	"Si"	"12:37:58"	97	28930	13.2	0	"Correcte"	1
2018-11-11	"nit"	"Si"	"00:40:04"	99	28236	14.7	0	"Correcte"	1
2018-11-12	"mati"	"Si"	"12:35:55"	95	26188	20.4	0	"Correcte"	1
2018-11-12	"nit"	"Si"	"00:50:10"	109	28968	13.1	0	"Correcte"	1
2018-11-13	"mati"	"Si"	"12:34:56"	94	29896	11.2	0	"Correcte"	1
2018-11-13	"nit"	"Si"	"01:04:00"	90	25660	22	1	"B3"	2
2018-11-14	"mati"	"Si"	"12:41:05"	100	29364	12.1	0	"Correcte"	1
2018-11-14	"nit"	"Si"	"00:19:42"	79	22447	36.9	0	"Correcte"	1
2018-11-15	"mati"	"Si"	"12:10:36"	69	19752	57.2	0	"Correcte"	1
2018-11-15	"nit"	"Si"	"00:40:00"	99	27420	16.5	0	"Correcte"	1
2018-11-16	"mati"	"Si"	"12:42:05"	101	29702	11.6	0	"Correcte"	1
2018-11-16	"nit"	"Si"	"00:38:00"	97	28623	13.8	0	"Correcte"	1
2018-11-17	"mati"	"Si"	"12:13:50"	72	21869	40.6	0	"Correcte"	1
2018-11-17	"nit"	"Si"	"00:43:07"	102	29251	12.5	0	"Correcte"	1
2018-11-18	"mati"	"Si"	"12:06:39"	65	18970	64.3	0	"Correcte"	1
2018-11-18	"nit"	"Si"	"00:34:02"	93	27043	17.6	0	"Correcte"	1
2018-11-19	"mati"	"Si"	"12:36:02"	95	28866	13.3	0	"Correcte"	1
2018-11-19	"nit"	"Si"	"00:32:15"	91	26791	18.4	0	"Correcte"	1
2018-11-20	"mati"	"Si"	"12:28:54"	88	25225	23.7	0	"Correcte"	1
2018-11-20	"nit"	"Si"	"00:15:50"	75	22916	34.1	0	"Correcte"	1
2018-11-21	"mati"	"Si"	"12:48:31"	99	27872	15.5	0	"Correcte"	1
2018-11-21	"nit"	"No"	NA	NA	NA	NA	NA	"NA"	NA
2018-11-22	"mati"	"Si"	"12:40:26"	88	26319	19.8	0	"Correcte"	1 #revisar
2018-11-22	"nit"	"Si"	"00:37:22"	96	28437	14.1	0	"Correcte"	1
2018-11-23	"mati"	"Si"	"12:15:06"	74	20037	54.4	0	"Correcte"	1
2018-11-23	"nit"	"Si"	"00:32:05"	91	28876	13.2	0	"Correcte"	1
2018-11-24	"mati"	"Si"	"12:30:58"	90	28052	15.1	0	"Correcte"	1
2018-11-24	"nit"	"Si"	"00:38:14"	97	28878	13.3	0	"Correcte"	1
2018-11-25	"mati"	"Si"	"12:39:01"	98	29454	12.2	0	"Correcte"	1
2018-11-25	"nit"	"Si"	"00:40:10"	99	26933	18.1	0	"Correcte"	1
2018-11-26	"mati"	"Si"	"12:22:57"	82	25287	23.3	0	"Correcte"	1
2018-11-26	"nit"	"Si"	"01:07:37"	126	30025	10.9	0	"Correcte"	1
2018-11-27	"mati"	"Si"	"12:39:02"	98	29148	12.6	0	"Correcte"	1
2018-11-27	"nit"	"Si"	"00:29:58"	89	26569	19	0	"Correcte"	1
2018-11-28	"mati"	"Si"	"12:35:59"	95	28813	13.4	0	"Correcte"	1
2018-11-28	"nit"	"Si"	"00:54:19"	113	29929	11.1	0	"Correcte"	1
2018-11-29	"mati"	"Si"	"12:19:49"	79	25091	24.1	0	"Correcte"	1
2018-11-29	"nit"	"Si"	"00:29:57"	89	25973	21	0	"Correcte"	1
2018-11-30	"mati"	"Si"	"12:44:10"	103	30014	11.1	0	"Correcte"	1
2018-11-30	"nit"	"Si"	"00:34:01"	93	28480	14.2	0	"Correcte"	1
2018-12-01	"mati"	"Si"	"12:29:10"	88	25961	21.3	0	"Correcte"	1
2018-12-01	"nit"	"Si"	"00:32:59"	92	27866	15.8	0	"Correcte"	1
2018-12-02	"mati"	"Si"	"12:28:55"	88	17434	83.4	0	"Correcte"	1
2018-12-02	"nit"	"Si"	"00:41:05"	100	28165	14.9	0	"Correcte"	1
2018-12-03	"mati"	"Si"	"12:41:04"	100	27451	16.5	0	"Correcte"	1
2018-12-03	"nit"	"Si"	"00:14:56"	73	19977	54.6	0	"Correcte"	1
2018-12-04	"mati"	"Si"	"12:30:58"	90	28078	14.9	0	"Correcte"	1
2018-12-04	"nit"	"Si"	"00:33:00"	92	27209	16.8	0	"Correcte"	1
2018-12-05	"mati"	"Si"	"12:53:12"	112	30201	10.6	0	"Correcte"	1
2018-12-05	"nit"	"Si"	"00:37:03"	96	26564	18.6	0	"Correcte"	1
2018-12-06	"mati"	"Si"	"12:35:24"	94	29343	12	0	"Correcte"	1
2018-12-06	"nit"	"Si"	"23:43:17"	42	12220	198.1	0	"Correcte"	1
2018-12-07	"mati"	"Si"	"12:44:06"	103	29359	11.8	0	"Correcte"	1
2018-12-07	"nit"	"Si"	"00:43:08"	102	28060	14.5	0	"Correcte"	1
2018-12-08	"mati"	"Si"	"12:45:11"	104	28588	13.3	0	"Correcte"	1
2018-12-08	"nit"	"Si"	"00:30:58"	90	27846	15	0	"Correcte"	1
2018-12-09	"mati"	"Si"	"12:31:58"	91	24776	24.8	0	"Correcte"	1
2018-12-09	"nit"	"Si"	"00:36:05"	95	27191	16.8	0	"Correcte"	1
2018-12-10	"mati"	"Si"	"12:40:20"	99	27769	15.5	0	"Correcte"	1
2018-12-10	"nit"	"Si"	"00:36:24"	95	28300	14.3	0	"Correcte"	1
2018-12-11	"mati"	"Si"	"12:22:53"	82	26149	20.1	0	"Correcte"	1
2018-12-11	"nit"	"Si"	"00:26:55"	86	27080	17.3	0	"Correcte"	1
2018-12-12	"mati"	"Si"	"12:44:12"	103	28470	14	0	"Correcte"	1
2018-12-12	"nit"	"Si"	"00:44:09"	103	27575	15.8	0	"Correcte"	1
2018-12-13	"mati"	"Si"	"12:16:45"	76	23353	31.4	0	"Correcte"	1
2018-12-13	"nit"	"Si"	"00:17:47"	76	21319	43.4	0	"Correcte"	1
2018-12-14	"mati"	"Si"	"12:11:44"	70	21000	45.9	0	"Correcte"	1
2018-12-14	"nit"	"Si"	"00:42:08"	101	27580	15.8	0	"Correcte"	1
2018-12-15	"mati"	"Si"	"12:45:46"	104	29298	12	1	"B"	1  #revisar
2018-12-15	"nit"	"Si"	"00:45:06"	104	27645	15.6	0	"Correcte"	1
2018-12-16	"mati"	"Si"	"12:52:18"	111	29125	12.2	0	"Correcte"	1
2018-12-16	"nit"	"Si"	"00:41:22"	100	27039	16.9	0	"Correcte"	1
2018-12-17	"mati"	"Si"	"12:52:16"	111	30003	10.6	0	"Correcte"	1
2018-12-17	"nit"	"Si"	"00:43:27"	102	27066	16.7	0	"Correcte"	1
2018-12-18	"mati"	"Si"	"12:44:15"	103	28090	14.1	0	"Correcte"	1
2018-12-18	"nit"	"Si"	"23:59:41"	58	18062	73.5	0	"Correcte"	1
2018-12-19	"mati"	"Si"	"12:45:05"	103	29512	11	0	"Correcte"	1
2018-12-19	"nit"	"Si"	"00:30:06"	89	26310	18.6	0	"Correcte"	1
2018-12-20	"mati"	"Si"	"12:41:21"	100	26393	18.4	0	"Correcte"	1
2018-12-20	"nit"	"Si"	"23:02:00"	1	NA	NA	0	"Correcte"	1
2018-12-21	"mati"	"Si"	"12:26:55"	86	27470	15.1	0	"Correcte"	1
2018-12-21	"nit"	"Si"	"00:15:47"	74	21871	38.6	0	"Correcte"	1
2018-12-22	"mati"	"Si"	"13:01:26"	120	30286	NA	0	"Correcte"	1
2018-12-22	"nit"	"Si"	"00:41:07"	100	26941	16.7	0	"Correcte"	1
2018-12-23	"mati"	"Si"	"12:50:15"	109	28856	12.3	0	"Correcte"	1
2018-12-23	"nit"	"Si"	"23:58:25"	56	17430	82	0	"Correcte"	1
2018-12-24	"mati"	"Si"	"12:39:01"	98	26130	19.3	0	"Correcte"	1
2018-12-24	"nit"	"Si"	"00:33:08"	92	27389	15.7	0	"Correcte"	1
2018-12-25	"mati"	"Si"	"12:25:52"	85	25141	22.8	0	"Correcte"	1
2018-12-25	"nit"	"Si"	"00:43:29"	102	26492	18.4	0	"Correcte"	1
2018-12-26	"mati"	"Si"	"12:32:00"	91	28542	13.3	0	"Correcte"	1
2018-12-26	"nit"	"Si"	"23:43:20"	42	12857	174	0	"Correcte"	1
2018-12-27	"mati"	"Si"	"12:41:16"	100	27261	16.4	0	"Correcte"	1
2018-12-27	"nit"	"Si"	"00:36:18"	95	27063	17	0	"Correcte"	1
2018-12-28	"mati"	"Si"	"12:40:06"	99	28893	12.8	0	"Correcte"	1
2018-12-28	"nit"	"Si"	"00:24:58"	84	26471	18.9	0	"Correcte"	1
2018-12-29	"mati"	"Si"	"12:36:17"	95	28110	14.5	0	"Correcte"	1
2018-12-29	"nit"	"Si"	"00:35:02"	94	27863	15	0	"Correcte"	1
2018-12-30	"mati"	"Si"	"12:40:05"	99	26047	20.1	0	"Correcte"	1
2018-12-30	"nit"	"Si"	"00:33:06"	92	27231	16.7	0	"Correcte"	1
2018-12-31	"mati"	"Si"	"12:36:19"	95	27115	16.9	0	"Correcte"	1
2018-12-31	"nit"	"Si"	"00:50:14"	109	28574	13.3	0	"Correcte"	1
2019-01-01	"mati"	"Si"	"12:43:07"	102	30514	NA	0	"Correcte"	1
2019-01-01	"nit"	"Si"	"00:24:53"	84	26481	18.7	0	"Correcte"	1
2019-01-02	"mati"	"Si"	"12:35:11"	94	28746	13.1	0	"Correcte"	1
2019-01-02	"nit"	"Si"	"00:47:10"	106	28233	14	0	"Correcte"	1
2019-01-03	"mati"	"Si"	"12:56:18"	115	29682	11.1	0	"Correcte"	1
2019-01-03	"nit"	"Si"	"00:56:19"	115	27403	15.8	0	"Correcte"	1
2019-01-04	"mati"	"Si"	"12:33:09"	92	25397	21.7	0	"Correcte"	1
2019-01-04	"nit"	"Si"	"00:36:03"	95	26601	17.7	0	"Correcte"	1
2019-01-05	"mati"	"Si"	"12:32:09"	91	26084	19.6	0	"Correcte"	1
2019-01-05	"nit"	"Si"	"00:50:12"	109	27241	15.8	0	"Correcte"	1
2019-01-06	"mati"	"Si"	"12:34:23"	93	28064	14	0	"Correcte"	1
2019-01-06	"nit"	"Si"	"00:52:16"	111	27034	16.6	0	"Correcte"	1
2019-01-07	"mati"	"Si"	"12:35:01"	94	25570	21.2	0	"Correcte"	1
2019-01-07	"nit"	"Si"	"00:49:21"	108	27192	16.2	0	"Correcte"	1
2019-01-08	"mati"	"Si"	"12:34:15"	93	27903	14.4	0	"Correcte"	1
2019-01-08	"nit"	"Si"	"00:38:03"	97	24762	24	0	"Correcte"	1
2019-01-09	"mati"	"Si"	"12:48:10"	107	28817	12.4	0	"Correcte"	1
2019-01-09	"nit"	"Si"	"00:49:14"	108	27089	16.3	0	"Correcte"	1
2019-01-10	"mati"	"Si"	"12:38:13"	97	29097	11.8	0	"Correcte"	1
2019-01-10	"nit"	"Si"	"00:44:08"	103	27233	15.9	0	"Correcte"	1
2019-01-11	"mati"	"Si"	"12:54:26"	113	29471	11.1	0	"Correcte"	1
2019-01-11	"nit"	"No"	NA	NA	NA	NA	0	"NA"	1
2019-01-12	"mati"	"No"	NA	NA	NA	NA	NA	"NA"	NA
